dist,corr,no_jobs,no_machines,problem,corv,objective,type,stopping_criterion,budget,model,inst_n,instance,instance_features,id
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",5,erlang_random_10_5_05.txt,"flowshop,erlang,random,10,5",3
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",6,erlang_random_10_5_06.txt,"flowshop,erlang,random,10,5",3
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",7,erlang_random_10_5_07.txt,"flowshop,erlang,random,10,5",3
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",8,erlang_random_10_5_08.txt,"flowshop,erlang,random,10,5",3
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",9,erlang_random_10_5_09.txt,"flowshop,erlang,random,10,5",3
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",10,erlang_random_10_5_10.txt,"flowshop,erlang,random,10,5",3
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",1,erlang_random_10_5_01.txt,"flowshop,erlang,random,10,5",4
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",2,erlang_random_10_5_02.txt,"flowshop,erlang,random,10,5",4
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",3,erlang_random_10_5_03.txt,"flowshop,erlang,random,10,5",4
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",4,erlang_random_10_5_04.txt,"flowshop,erlang,random,10,5",4
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",5,erlang_random_10_5_05.txt,"flowshop,erlang,random,10,5",4
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",6,erlang_random_10_5_06.txt,"flowshop,erlang,random,10,5",4
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",7,erlang_random_10_5_07.txt,"flowshop,erlang,random,10,5",4
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",8,erlang_random_10_5_08.txt,"flowshop,erlang,random,10,5",4
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",9,erlang_random_10_5_09.txt,"flowshop,erlang,random,10,5",4
erlang,random,10,5,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",10,erlang_random_10_5_10.txt,"flowshop,erlang,random,10,5",4
erlang,random,10,5,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",1,erlang_random_10_5_01.txt,"flowshop,erlang,random,10,5",6
erlang,random,10,5,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",2,erlang_random_10_5_02.txt,"flowshop,erlang,random,10,5",6
erlang,random,10,5,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",3,erlang_random_10_5_03.txt,"flowshop,erlang,random,10,5",6
erlang,random,10,5,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",4,erlang_random_10_5_04.txt,"flowshop,erlang,random,10,5",6
erlang,random,10,5,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",5,erlang_random_10_5_05.txt,"flowshop,erlang,random,10,5",6
erlang,random,10,5,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",6,erlang_random_10_5_06.txt,"flowshop,erlang,random,10,5",6
erlang,random,10,5,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",7,erlang_random_10_5_07.txt,"flowshop,erlang,random,10,5",6
erlang,random,10,5,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",8,erlang_random_10_5_08.txt,"flowshop,erlang,random,10,5",6
erlang,random,10,5,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",9,erlang_random_10_5_09.txt,"flowshop,erlang,random,10,5",6
erlang,random,10,5,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",10,erlang_random_10_5_10.txt,"flowshop,erlang,random,10,5",6
erlang,random,10,5,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",1,erlang_random_10_5_01.txt,"flowshop,erlang,random,10,5",8
erlang,random,10,5,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",2,erlang_random_10_5_02.txt,"flowshop,erlang,random,10,5",8
erlang,random,10,5,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",3,erlang_random_10_5_03.txt,"flowshop,erlang,random,10,5",8
erlang,random,10,5,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",4,erlang_random_10_5_04.txt,"flowshop,erlang,random,10,5",8
erlang,random,10,5,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",5,erlang_random_10_5_05.txt,"flowshop,erlang,random,10,5",8
erlang,random,10,5,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",6,erlang_random_10_5_06.txt,"flowshop,erlang,random,10,5",8
erlang,random,10,5,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",7,erlang_random_10_5_07.txt,"flowshop,erlang,random,10,5",8
erlang,random,10,5,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",8,erlang_random_10_5_08.txt,"flowshop,erlang,random,10,5",8
erlang,random,10,5,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",9,erlang_random_10_5_09.txt,"flowshop,erlang,random,10,5",8
erlang,random,10,5,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",10,erlang_random_10_5_10.txt,"flowshop,erlang,random,10,5",8
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,high,"MAKESPAN,NOWAIT,TIME,high",1,erlang_random_10_5_01.txt,"flowshop,erlang,random,10,5",9
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,high,"MAKESPAN,NOWAIT,TIME,high",2,erlang_random_10_5_02.txt,"flowshop,erlang,random,10,5",9
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,high,"MAKESPAN,NOWAIT,TIME,high",3,erlang_random_10_5_03.txt,"flowshop,erlang,random,10,5",9
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,high,"MAKESPAN,NOWAIT,TIME,high",4,erlang_random_10_5_04.txt,"flowshop,erlang,random,10,5",9
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,high,"MAKESPAN,NOWAIT,TIME,high",5,erlang_random_10_5_05.txt,"flowshop,erlang,random,10,5",9
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,high,"MAKESPAN,NOWAIT,TIME,high",6,erlang_random_10_5_06.txt,"flowshop,erlang,random,10,5",9
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,high,"MAKESPAN,NOWAIT,TIME,high",7,erlang_random_10_5_07.txt,"flowshop,erlang,random,10,5",9
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,high,"MAKESPAN,NOWAIT,TIME,high",8,erlang_random_10_5_08.txt,"flowshop,erlang,random,10,5",9
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,high,"MAKESPAN,NOWAIT,TIME,high",9,erlang_random_10_5_09.txt,"flowshop,erlang,random,10,5",9
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,high,"MAKESPAN,NOWAIT,TIME,high",10,erlang_random_10_5_10.txt,"flowshop,erlang,random,10,5",9
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",1,erlang_random_10_5_01.txt,"flowshop,erlang,random,10,5",10
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",2,erlang_random_10_5_02.txt,"flowshop,erlang,random,10,5",10
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",3,erlang_random_10_5_03.txt,"flowshop,erlang,random,10,5",10
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",4,erlang_random_10_5_04.txt,"flowshop,erlang,random,10,5",10
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",5,erlang_random_10_5_05.txt,"flowshop,erlang,random,10,5",10
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",6,erlang_random_10_5_06.txt,"flowshop,erlang,random,10,5",10
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",7,erlang_random_10_5_07.txt,"flowshop,erlang,random,10,5",10
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",8,erlang_random_10_5_08.txt,"flowshop,erlang,random,10,5",10
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",9,erlang_random_10_5_09.txt,"flowshop,erlang,random,10,5",10
erlang,random,10,5,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",10,erlang_random_10_5_10.txt,"flowshop,erlang,random,10,5",10
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",1,erlang_random_10_5_01.txt,"flowshop,erlang,random,10,5",11
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",2,erlang_random_10_5_02.txt,"flowshop,erlang,random,10,5",11
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",3,erlang_random_10_5_03.txt,"flowshop,erlang,random,10,5",11
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",4,erlang_random_10_5_04.txt,"flowshop,erlang,random,10,5",11
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",5,erlang_random_10_5_05.txt,"flowshop,erlang,random,10,5",11
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",6,erlang_random_10_5_06.txt,"flowshop,erlang,random,10,5",11
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",7,erlang_random_10_5_07.txt,"flowshop,erlang,random,10,5",11
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",8,erlang_random_10_5_08.txt,"flowshop,erlang,random,10,5",11
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",9,erlang_random_10_5_09.txt,"flowshop,erlang,random,10,5",11
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",10,erlang_random_10_5_10.txt,"flowshop,erlang,random,10,5",11
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",1,erlang_random_10_5_01.txt,"flowshop,erlang,random,10,5",12
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",2,erlang_random_10_5_02.txt,"flowshop,erlang,random,10,5",12
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",3,erlang_random_10_5_03.txt,"flowshop,erlang,random,10,5",12
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",4,erlang_random_10_5_04.txt,"flowshop,erlang,random,10,5",12
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",5,erlang_random_10_5_05.txt,"flowshop,erlang,random,10,5",12
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",6,erlang_random_10_5_06.txt,"flowshop,erlang,random,10,5",12
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",7,erlang_random_10_5_07.txt,"flowshop,erlang,random,10,5",12
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",8,erlang_random_10_5_08.txt,"flowshop,erlang,random,10,5",12
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",9,erlang_random_10_5_09.txt,"flowshop,erlang,random,10,5",12
erlang,random,10,5,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",10,erlang_random_10_5_10.txt,"flowshop,erlang,random,10,5",12
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",1,erlang_random_10_10_01.txt,"flowshop,erlang,random,10,10",13
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",2,erlang_random_10_10_02.txt,"flowshop,erlang,random,10,10",13
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",3,erlang_random_10_10_03.txt,"flowshop,erlang,random,10,10",13
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",4,erlang_random_10_10_04.txt,"flowshop,erlang,random,10,10",13
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",5,erlang_random_10_10_05.txt,"flowshop,erlang,random,10,10",13
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",6,erlang_random_10_10_06.txt,"flowshop,erlang,random,10,10",13
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",7,erlang_random_10_10_07.txt,"flowshop,erlang,random,10,10",13
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",8,erlang_random_10_10_08.txt,"flowshop,erlang,random,10,10",13
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",9,erlang_random_10_10_09.txt,"flowshop,erlang,random,10,10",13
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",10,erlang_random_10_10_10.txt,"flowshop,erlang,random,10,10",13
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",1,erlang_random_10_10_01.txt,"flowshop,erlang,random,10,10",14
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",2,erlang_random_10_10_02.txt,"flowshop,erlang,random,10,10",14
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",3,erlang_random_10_10_03.txt,"flowshop,erlang,random,10,10",14
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",4,erlang_random_10_10_04.txt,"flowshop,erlang,random,10,10",14
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",5,erlang_random_10_10_05.txt,"flowshop,erlang,random,10,10",14
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",6,erlang_random_10_10_06.txt,"flowshop,erlang,random,10,10",14
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",7,erlang_random_10_10_07.txt,"flowshop,erlang,random,10,10",14
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",8,erlang_random_10_10_08.txt,"flowshop,erlang,random,10,10",14
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",9,erlang_random_10_10_09.txt,"flowshop,erlang,random,10,10",14
erlang,random,10,10,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",10,erlang_random_10_10_10.txt,"flowshop,erlang,random,10,10",14
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",1,erlang_random_10_10_01.txt,"flowshop,erlang,random,10,10",15
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",2,erlang_random_10_10_02.txt,"flowshop,erlang,random,10,10",15
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",3,erlang_random_10_10_03.txt,"flowshop,erlang,random,10,10",15
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",4,erlang_random_10_10_04.txt,"flowshop,erlang,random,10,10",15
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",5,erlang_random_10_10_05.txt,"flowshop,erlang,random,10,10",15
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",6,erlang_random_10_10_06.txt,"flowshop,erlang,random,10,10",15
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",7,erlang_random_10_10_07.txt,"flowshop,erlang,random,10,10",15
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",8,erlang_random_10_10_08.txt,"flowshop,erlang,random,10,10",15
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",9,erlang_random_10_10_09.txt,"flowshop,erlang,random,10,10",15
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",10,erlang_random_10_10_10.txt,"flowshop,erlang,random,10,10",15
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",1,erlang_random_10_10_01.txt,"flowshop,erlang,random,10,10",16
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",2,erlang_random_10_10_02.txt,"flowshop,erlang,random,10,10",16
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",3,erlang_random_10_10_03.txt,"flowshop,erlang,random,10,10",16
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",4,erlang_random_10_10_04.txt,"flowshop,erlang,random,10,10",16
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",5,erlang_random_10_10_05.txt,"flowshop,erlang,random,10,10",16
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",6,erlang_random_10_10_06.txt,"flowshop,erlang,random,10,10",16
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",7,erlang_random_10_10_07.txt,"flowshop,erlang,random,10,10",16
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",8,erlang_random_10_10_08.txt,"flowshop,erlang,random,10,10",16
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",9,erlang_random_10_10_09.txt,"flowshop,erlang,random,10,10",16
erlang,random,10,10,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",10,erlang_random_10_10_10.txt,"flowshop,erlang,random,10,10",16
erlang,random,10,10,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",1,erlang_random_10_10_01.txt,"flowshop,erlang,random,10,10",18
erlang,random,10,10,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",2,erlang_random_10_10_02.txt,"flowshop,erlang,random,10,10",18
erlang,random,10,10,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",3,erlang_random_10_10_03.txt,"flowshop,erlang,random,10,10",18
erlang,random,10,10,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",4,erlang_random_10_10_04.txt,"flowshop,erlang,random,10,10",18
erlang,random,10,10,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",5,erlang_random_10_10_05.txt,"flowshop,erlang,random,10,10",18
erlang,random,10,10,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",6,erlang_random_10_10_06.txt,"flowshop,erlang,random,10,10",18
erlang,random,10,10,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",7,erlang_random_10_10_07.txt,"flowshop,erlang,random,10,10",18
erlang,random,10,10,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",8,erlang_random_10_10_08.txt,"flowshop,erlang,random,10,10",18
erlang,random,10,10,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",9,erlang_random_10_10_09.txt,"flowshop,erlang,random,10,10",18
erlang,random,10,10,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",10,erlang_random_10_10_10.txt,"flowshop,erlang,random,10,10",18
erlang,random,10,10,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",1,erlang_random_10_10_01.txt,"flowshop,erlang,random,10,10",20
erlang,random,10,10,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",2,erlang_random_10_10_02.txt,"flowshop,erlang,random,10,10",20
erlang,random,10,10,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",3,erlang_random_10_10_03.txt,"flowshop,erlang,random,10,10",20
erlang,random,10,10,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",4,erlang_random_10_10_04.txt,"flowshop,erlang,random,10,10",20
erlang,random,10,10,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",5,erlang_random_10_10_05.txt,"flowshop,erlang,random,10,10",20
erlang,random,10,10,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",6,erlang_random_10_10_06.txt,"flowshop,erlang,random,10,10",20
erlang,random,10,10,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",7,erlang_random_10_10_07.txt,"flowshop,erlang,random,10,10",20
erlang,random,10,10,flowshop,0,MAKESPAN,NOIDLE,TIME,low,"MAKESPAN,NOIDLE,TIME,low",8,erlang_random_10_10_08.txt,"flowshop,erlang,random,10,10",20
